restaurant_id,name,neighborhood,cuisines,vibe,special_title,special_cadence,event_title,event_timing,source_url,contact_email,image_url,image_alt,image_source_url,image_source_type,image_rights_basis,image_permission_confirmed,image_attribution,image_review_state
osm-node-11612160985-willman-s-fish-and-chips,Willman's Fish & Chips,West End,,,,,,,,,,Willman's Fish & Chips restaurant photo,,owner_submission,owner_attestation,,Willman's Fish & Chips,needs_review
osm-node-13274838360-windsor-street-diner,Windsor Street Diner,Downtown,,,,,,,,,,Windsor Street Diner restaurant photo,,owner_submission,owner_attestation,,Windsor Street Diner,needs_review
osm-node-475876928-wired-monk,Wired Monk,Downtown,,,,,,,,,,Wired Monk restaurant photo,,owner_submission,owner_attestation,,Wired Monk,needs_review
osm-node-620090334-wok-box,Wok Box,Dartmouth,,,,,,,,,,Wok Box restaurant photo,,owner_submission,owner_attestation,,Wok Box,needs_review
osm-node-4768541223-wong-s-palace-chinese-restaurant,Wong's Palace Chinese Restaurant,Dartmouth,,,,,,,,,,Wong's Palace Chinese Restaurant restaurant photo,,owner_submission,owner_attestation,,Wong's Palace Chinese Restaurant,needs_review
osm-way-363362542-woodside-tavern,Woodside Tavern,Dartmouth,,,,,,,,,,Woodside Tavern restaurant photo,,owner_submission,owner_attestation,,Woodside Tavern,needs_review
osm-node-37132707-world-tea-house,World Tea House,Downtown,,,,,,,,,,World Tea House restaurant photo,,owner_submission,owner_attestation,,World Tea House,needs_review
osm-node-10552516558-xena-s-bread-and-butter,Xena's Bread and Butter,North End,,,,,,,,,,Xena's Bread and Butter restaurant photo,,owner_submission,owner_attestation,,Xena's Bread and Butter,needs_review
osm-node-11726312513-yeah-yeah-s-pizza,Yeah Yeah’s Pizza,West End,,,,,,,,,,Yeah Yeah’s Pizza restaurant photo,,owner_submission,owner_attestation,,Yeah Yeah’s Pizza,needs_review
osm-way-458947662-you-like-it-chinese,You Like It Chinese,Dartmouth,,,,,,,,,,You Like It Chinese restaurant photo,,owner_submission,owner_attestation,,You Like It Chinese,needs_review
osm-node-12151736468-yum-yum,Yum Yum,North End,,,,,,,,,,Yum Yum restaurant photo,,owner_submission,owner_attestation,,Yum Yum,needs_review
